Sentiment,Review
1,"Thiếu nhiều vật dung cơ bản: khăn giấy trên phòng, bàn là hỏi nhân viên nhiều lần mới có do cả Ks có 1 bàn là duy nhất."
1,"5* mà làm ăn lật lọng, khách đặt phòng thì nói khách đến trước 23h59 sẽ có phòng, khách đến lúc 23h50, đã bán phòng cho người khác, lật lọng trở mặt kiểu tao không cần. Blacklist dù có cho thêm tiền cũng không ở ks này, mang danh 5* cơ đấy.
"
1,"Dọn phòng chưa chú ý, hết giấy vệ sinh nhưng cũng không bổ sung"
5,"Đi Quy Nhơn nhiều rồi nhưng là lần đầu tiên mình ở khách sạn này. Gia đình mình vô cùng ấn tượng vì khách sạn hiện đại, phòng ốc xịn sò. Đi gần Tết nên khách sạn trang trí Tết rất ấn tượng; chỉn chu. Nhưng thích nhất vẫn là nhân viên vô cùng nhiệt tình; chu đáo, tư vấn từ a đến z những chỗ ăn chơi và đặc sản ở QN, chỗ nào mình cũng hài lòng. Chắc chắn sẽ quay lại."
4,"Hậu mùa dịch nên ko có dịch vụ ăn uống tại khách sạn, chỉ phục vụ bữa sáng. Điều này hoàn toàn có thể thông cảm được."
5,"Nhân viên giao tiếp dễ thương, nhiệt tình hướng dẫn và hỗ trợ, trước KS có quầy cafe không gian yên tĩnh nhẹ nhàng."
4,"nhân viên linh hoạt cho phép nhận phòng sớm, có buffet sáng, địa điểm đi lại thuận tiện, có thể nhìn ra biển, có hỗ trợ cho thuê xe máy và nhân viên đặt vé tham quan giùm; phòng đầy đủ tiện nghi, dọn dẹp phòng thường xuyên"
5,"Bữa sáng ngon miệng. Giường ngủ thoải mái, sạch sẽ. Nhân viên vui vẻ, lịch sự."
4,"Khách sạn sạch sẽ, vị trí trung tâm rất thuận tiện đi lại và vui chơi"
3,"Cách âm chưa đc tốt lắm, hành lang hơi nhỏ nên cách khách đứng ở phòng nói chuyện thì hơi bị ồn."
3,Máy lạnh Daikin nhưng điều khiển chỉ cho tắt mở và tăng giảm nhiệt chứ không điều chỉnh được chế độ quạt và làm lạnh.
5,"Phòng khá thoáng, có đầy đủ tiện nghi và rất thoải mái. Vị trí thuận lợi, giá hợp lý, nhân viên thân thiện và nhiệt tình"
4,"Phòng sạch sẽ, nhân viên khá thân thiện và nhiệt tình. Xung quanh cũng có khá nhiều chỗ ăn uống."
5,"Nhân viên vui vẻ, chuyên nghiệp. Phòng tiện nghi. thiết bị mới và đẹp mắt, nhân viên phục vụ dễ thương, nhiệt tình."
5,"Rất ưng ý. phòng rộng còn rất mới có tv internet trẻ em rất thích. giường rất rộng nhà mình 2 bạn nhỏ và ba mẹ ngủ khá ok, nhân viên thân thiện."
4,"Mặc dù mình book phòng khá sớm nhưng đến nơi thì phải chuyển từ cơ sở này sang cơ sở khác ( không báo trước) và không được phòng view cao như ý. Bù lại các anh chị nhân viên rất dễ thương và nhiệt tình. Phòng sạch sẽ, phù hợp giá tiền, nếu lần sau lên lại Đà Lạt mình sẽ book tiếp."
5,"Phòng sạch sẽ, sang trọng, địa điểm trong khu phố biệt thự liền kề nên dễ dàng đi dạo. Chắc chắn sẽ quay lại lần tới"
5,"Khách sạn đẹp, trang phục nhân viên sang trọng hơn nhiều ks khác, cách đối xử với nhân viên của ban giám đốc tốt"
1,"Mượn bàn ủi nhân viên báo hết bàn ủi, nhờ dịch vụ giặt ủi thì k có trong ks"
3,hệ thống nhà vệ sinh hơi có mùi! còn mọi thứ khác rất tốt!
4,"Sạch sẽ, nhân viên nhiệt tình, thân thiện"
2,"Thiệt sự thì nhà mình cũng có khách sạn đang cộng tác với Booking, khách nào khách nấy nhà mình chiều quá trời chứ chưa bao giờ dám nạt khách như bên Arise luôn. Thêm vào đó bên khách sạn phải có trách nhiệm giải quyết cho khách khi overbook chứ không phải là lên giọng ""là hết phòng rồi đó"" với khách."
4,"Ban đầu mình nhận phòng nhưng k ưng ý vì chỗ vòi nước ở bồn tắm bị hư và sau đó nhân viên đã lên sửa, lúc ấy bạn mình nói muốn đổi phòng khác và lễ tân đã hỗ trợ mình đổi phòng khác rộng hơn chỉ tiếc là k có bồn tắm, nhưng vẫn rất perfect"
4,"Giá cả phải chăng, nhân viên nhiệt tình, gần khu trung tâm dễ dàng di chuyển tới các điểm vui chơi"
4,"Nhân viên thân thiện, khách sạn đầy đủ dịch vụ từ tour tới xe máy nên rất tiện cho vợ chồng mình đi lại. Các bạn tư vấn nhiệt tình điểm ăn uống ở Đà Lạt."
4,Vị trí thuận lợi. nhân viên nhiệt tình hỗ trợ khách hàng
5,"Hình thức tự check in tạo cảm giác tự do, thoải mái như đang ở nhà của mình."
1,"Phòng kín bí có mùi khó chịu như xe ô tô, điều hòa kêu to. Đèn phòng tắm sắp hỏng, nháy nháy liên tục, 1/4 bóng đèn ngoài phòng hỏng."
5,"Ở ngay trung tâm, gần quảng trường thành phố. Hơn nữa, bạn quản lý rất dễ thương, nhiệt tình đổi phòng cho bọn mình ở một phòng view hướng biển mà giá lại không đổi. Phòng sạch sẽ và thoải mái."
1,"Xếp phòng không đúng booking, tôi phải yêu cầu lại đến 2 lần mới tìm phòng như booking. Cảm thấy bớt vui cho chuyến đi này. hi vọng Ksan cải thiện điều này để khách có chuyến đi vui vẻ trọn vẹn. cảm ơn"
2,Cảm giác quầy tiếp tân khách sạn hơi tối tăm. Nên cố gắng thay toàn bộ khăn tắm mới
1,"Tiếng sập cửa khá to, Khách sạn nên có khuyến nghị khách nhẹ tay khi sập cửa. Phòng gym quá nghèo nàn."
2,"Lễ tân va nhân viên thiếu thân thiện khách từ lúc vào và ra trả phòng không nhận đc câu chào hỏi và cảm ơn, nv dọn phòng không thay bàn trải kem đáng răng, hai ngày ko không có nước lọc... quá tồi"
3,Bảo vệ là vị trí tệ nhất vì lúc mình đến thì là khoảng 5-6h. bác bảo vệ ngồi uống bia không quan sát được khách. hướng dẫn vào chỗ đỗ xe cũng lớn giọng nên khá mất vui với bác này. các phần khác đều ok
3,"Một số khách ăn uống xong bầy vỏ hướng dương và hạt dưa tại phòng gym, khách sạn nên gắn quy định để khách biết ý bỏ rác vào thùng."
5,"Nhân viên rất thân thiện và vui vẻ , phục vụ nhiệt tình"
4,Con trai tôi cũng thực sự thích nó.
4,"Khách sạn đẹp, có thể ngắm cảnh thành phố từ trên cao. Vị trí thuận tiện, nhiều tiện ích đi kèm. Chỉ tiếc là nhân viên phục vụ phòng ca thán nhiều việc, tranh cãi với nhau to đến mức mình nghe thấy.
"
5,"Good parking and price! Bãi đậu xe rất rộng rãi, nhà hàng ngay dưới sân rất tiện cho ăn uống nếu ko muốn đi ra ngoài"
5,"NHÂN VIÊN NHIỆT TÌNH, LỄ TÂN TUYỆT VỜI, QUẢN LÝ TỐT."
5,"Dịa điểm nằm ngay trung tâm, phòng rất rộng và sạch đẹp. giá quá tốt vào thời điểm này."
5,Kỳ nghỉ tuyệt vời cũng nhờ một phần của khách sạn
3,"Phòng view ổn, nhân viên nhiệt tình, dịch vụ tốt. Hơi tiếc là phòng của mình không mở được cửa lùa để nghe được sóng biển vỗ"
2,"cần cải thiện bồn tắm, nắp xả nước hay bị tắc, khó xả nước"
5,"Thiết bị, nội thất trong phòng chuẩn 4 sao"
4,"Tiện nghi tốt, nội thất rất đẹp, view của khách sạn nhìn sương mù rất đẹp. nhân viên nhiệt tình, giá cả rất ổn. Có dịp chắc chắn sẽ quay lại"
3,"Địa điểm trung tâm Phố Biển. Trên ban công tầng 12 mình ở nhìn ra biển rất thích. Tiện nghi phòng ok,tuy hơi cũ."
3,Phòng 'AC là trung tâm nên rất nóng khi mới vào phòng. AC mất nhiều thời gian để hạ nhiệt. Ngoài ra cửa phòng vệ sinh khó ra vào vì phòng vệ sinh nhỏ.
3,"Toilet bố trí không phù hợp lắm. Gương lớn chiếu vô giường khó ngủ. Cách âm kém, ồn."
1,"Cơ sở xuống cấp trầm trọng, đi vào thì nv đang ngủ, kêu mãi mới có người, lên phòng xông hơi thì đợi nó bật máy cả tiếng chưa có hơi nóng. phòng ốc hôi kinh dị."
4,"Nghe bảo khách sạn chỗ này sang trọng mà lại hút khách lắm nên cũng đến đây thuê phòng thử. Công nhận chỗ này đông khách thật, lúc mình đến thuê phòng thì chỉ còn duy nhất một phòng trống thôi. Không gian thì sang trọng, lịch sự, mát mẻ. Phục vụ thân thiện vui vẻ mà lại còn tận tình nữa. Vị trí của khách sạn thì đẹp miễn bàn, đối diện biển nên rất thoáng mát. view nhìn từ phòng mình ra biển rất đã mắt. Phòng ốc sạch sẽ, gọn gàng thơm tho. Hội trường ở đây cũng bự và mát nữa. Mấy cô tiếp tân phục vụ thì mình thấy hơi thiếu nhiệt tình.
"
4,"Nhân viên tư vấn khá là nhiệt tình, mặt hàng đa dạng,giá cả chấp nhận được cho khách du lịch."
2,Phòng 4 người nhưng chỉ cho 2 đôi dép muốn mang phải mượn
5,"Buổi tối Quy Nhơn cũng đáng yêu lắm, nên mình chọn thuê xe máy dạo quanh phố phường, dạo qua một loạt các sự lựa chọn bọn mình quyết định thuê xe máy bên dịch vụ cho thuê xe máy giá rẻ - giá chỉ 120k/xe/ngày 🌼Vì đi 7 người nên mình chọn 1 homestay tên la Paradise Quy Nhơn, cách bãi biển và quảng trường khoảng 700m, , anh chị chủ nhà thiết kế các phòng đúng theo cái tên luôn ạ: ocean (4 người), Jungle (4 người) to hơn ocean chút, lotus (2 người) và dorm có thể ở dc 7,8ng nha, ở đây các cậu có thể hát hò, nấu ăn, dùng máy giặt thỏai mái 😆 (chúng mình ở 3 phòng ocean, jungle và lotus) đặt theo combo cả máy bay nữa là 3.450k/ng 🌼Ngoài homestay ra, còn rất nhiều khách sạn sát biển đường Xuân Diệu, Nguyễn Huệ, Ngô Mây, Nguyễn Nhạc... nhé: Ly Kỳ hotel, Thiên Hải 2 Hotel, Mento Hotel, 5 elements Hostel, Carisbay Hotel... 🌼 Nếu chủ yếu thời gian dành cho nghỉ dưỡng thì nên ở resort nha vì cách trung tâm khoảng hơn 8km đó: Casa Marina Resort, Crown Retreat Quy Nhơn resort, Avani Quy Nhơn resort, FLC Quy Nhơn (có bao gồm đưa khách đi Eo Gió) ..."
5,"Resort nằm ngay khu Ghềnh Ráng của thành phố Quy Nhơn xinh đẹp đây hehe. Thích nhất view ngắm biển, sáng có thể ngắm bình minh miễn phí. Mình đi chung với gia đình, nên quyết định chọn resort này để cả nhà cùng nghỉ dưỡng thật thoải mái. Ở đây có nhiều dịch vụ hạng sang chất lượng để tha hồ chọn nhé. Món ăn của nhà hàng ở đây cũng rất ngon. Xung quanh cây cối nhiều mang lại một không gian xanh mướt luôn. Gia đình mình nghỉ dưỡng ở đây ai cũng thích. Giá khá cao, tầm 3 triệu đến 5 triệu. Nhưng đổi lại là những điều rất đáng để trải nghiệm. Resort cách sân bay Phù Cát tầm 35Km, xuống sân bay đi taxi vào là tiện nhất!"
4,Tiện nghi tốt và đầy đủ
5,"Nhân viên dễ thương, nhiệt tình"
5,"Gia đình đã có dịp trải nghiệm dịch vụ ở đây. Tất cả các Phòng đều có View biển đẹp, món ăn ngon, nhân viên phục vụ rất ân cần, vui vẻ. Mình sẽ giới thiệu bạn bè biết đến.
Khách sạn có Nhà hàng Hoa lớn nhất Quy Nhơn, món ăn rất ngon"
2,Chất liệu và màu sắc của ghế sofa nhìn không được sang trọng và phù hợp với khách sạn 4 sao.
3,Nước hồ bơi cảm giác không sạch lắm.
3,"Phòng gần thang máy, cách âm không tốt nên thang máy chạy là nghe tiếng."
5,"Gần trung tâm nhưng phòng có ban công, lan can ra ngoài ngắm xung quanh rất đẹp"
1,Nhân viên làm thủ tục nhận phòng muốn thu thêm tiền trẻ em 12 tuổi. Trong khi trên boking đã ghi rõ số lượng người lưu trú và tuổi các cháu.
5,Nếu có 10*+ thì mình cũng rate luôn á và giá phòng ở đây khá rẻ các b đi theo nhóm hay gia đình cũng đều được vì có nhiều phòng rộng nữa. Nếu b nào đi honey moon thì khách sạn cũng decor phòng honey moon nữa nè.
5,"Phòng có view nhìn ra biển đẹp, Trang trí nhìn hài hòa, cân đối"
4,"Hỗ trợ nhận phòng không tiếp xúc rất hay, các bạn hỗ trợ nhiệt tình qua zalo, xe máy mới. Vị trí thuận tiện đi lại."
4,"Phòng sạch sẽ, cơ sở vật chất tốt."
1,Ks 4* ăn sáng quá nghèo làn. Ở 3 ngày mà cả 3 ngày cũng chỉ có vài món giống y nhau ko khác. Cửa ko cách âm. Nói chuyện ở hành lang là trong phòng nghe hết.
5,"Khu resort này gần xịt khu dã ngoại Trung Lương luôn. Nói chung là vô cùng sang chảnh đẳng cấp. Tiền nào của nấy, phòng ở siêu đẹp, đồ ăn thì khỏi bàn. Đẹp mắt mà ngon nữa, ăn cứ phải nhỏ nhẹ thỏ thẻ cho hợp với cái không khí hic hic. Nghe bảo noel này có tổ chức party hoành tráng lắm. Muốn đi thì nên book trước từ bây giờ k là cháy phòng"
4,"Không có nhà hàng riêng, không có minibar, không phục vụ đồ ăn đồ uống, có hồ bơi trên tầng cao nhất."
4,"Nghỉ ở khách sạn thì buổi sáng mỗi người được 1 phần buffet sáng ở tầng trệt.
Không gian rộng rãi, thức ăn bày trí thoáng, cặp sát tường và uốn vòng giữa sảnh nên dễ lựa chọn. Xem ra tương đối nhiều món, các món thiên về ẩm thực Việt nhiều, có cả bánh chưng, cháo cá - chà bông,  cơm tấm...
Thường thì buffet sáng chế biến các món ăn đơn giản nên k để lại ấn tượng j với mình.
Nhân viên dọn dẹp lẹ quá, hễ đi lấy đồ ăn xíu quay lại là muỗng nĩa dẹp hết trơn."
1,"Resort tự dán mác 5 sao, giá thì 5 sao nhưng chất lượng chỉ đáng 3 sao, phần xây dựng, tiện tích chỉ 2 sao.
Phần xây dựng xuống cấp, trần hành lang bong tróc từng miếng, nước chảy thấm thành vệt hở hoác, tường lem nhem lồi lõm rất xấu, sơn bạc màu hết k thây sửa chữa, cửa phòng cả cửa chính và cửa trong phòng mốc ố đen bẩn, cửa ra lô gia kéo gãy tay mới được, phòng wc thì ổ cắm chỉ dành cho dao cạo râu, k sấy tóc được, sàn dùng nhựa đi chân đất cảm giác rất bẩn, thiết kế nội thất k sang trọng. Hành lang nối từ lễ tân sang khu nhà hàng bị cắt điều hòa đi nóng khó chịu.
Buffet sáng thì siêu tệ, đồ ít, ở 5 ngày thì 90% món là giống nhau, chỉ ngày đầu + cuối có đổi 1 món. Resort biển nhưng chỉ có 1 ngày đầu có 1 món cá là đồ biển, còn lại toàn đồ ăn nhanh như ở thành phố.
Bể bơi tiếp tục là điểm trừ, nước đục nhờ nhờ chắc phải 1 tháng chưa thay nước, phòng wc giữa bể bơi nhìn bên ngoài bẩn thỉu k được dọn dẹp, cửa dán decal lung tung, đèn k có, chỉ dẫn k có nên cũng k dám vào bên trong.
Ở quá xa Quy Nhơn nên nếu đi lại tpho chơi thì hơi tốn tiền taxi.
Biển nằm cạnh làng chài nên k sạch lắm, đi tắm vớt dc 1 đống vỏ gói mì tôm."
5,Giá rẻ và chất lượng hơn hẳn một số khách sạn khác. Vị trí nằm gần biển! Highly recommend
1,"Mình với bạn mình đã có chuyến du lịch tại Nha Trang và Apus là nơi đầu tiên mình lựa chọn ở lại. Là du khách lần đầu trải nghiệm tại đây nhưng nhưng nhân viên luôn luôn hỗ trợ mình rất nhiều, giới thiệu nhiều địa điểm đẹp. Không có lí do gì mình không quay trở lại Apus Hotel trong thời gian sau."
5,"Khách sạn đẹp, nhân viên phục vụ rất nhiệt tình, tận tâm.
Ks có view vịnh biển Tp Quy Nhon tuyet voi. Thích hợp nghĩ dưỡng, công tác, đánh golf.
Ngay trung tâm tp Quy Nhon nên di chuyển vào trung tâm rất tiện"
3,"Vị trí quá đẹp, gần biển, gần quảng trường. Chất lượng khách sạn kém, nhà vệ sinh, máy lạnh có vấn đề. Có cảm giác như nhà trọ."
4,"Nhân viên nhiệt tình, bể bơi view biển đẹp, phòng sạch sẽ"
5,"Mình mới đi hòn khô về và đã ở khách nì, khách sạn thuộc dạng mới khai trương nên rất sạch sẽ thoáng mát, không gian cũng rất ổn, đặc biệt view biển max đẹp luôn. Ngắm hoàng hôn, bình minh chi cũng không thể chê vào đâu được.
Đồ ăn ở đây toàn hải sản tươi sống, xún biển bắt lên tươi roi rói nhảy đành đạch luôn à. Nếu bạn đâng có dư định đi hòn khô thì Nhơn Hải là một lựa chọn đáng để tham khảo đó nha!"
4,"Mình book được phòng với giá quá ưu đãi, nói chung không có gì để chê, tất cả mọi thứ đều làm mình hài long"
5,Hỗ trợ nhiệt tình trong thời gian lưu trú. Chuyến bay bị delay khách sạn vẫn tạo điều kiện cho ở mà ko thêm phụ phí. Chất lượng cơ sở vật chất ở mức tốt.
5,"Nhân viện thân thiện, lẽ phép và luôn giúp đỡ khách khi cần từ những việc nhỏ nhất. Địa điểm tiện nghi gần trung tâm thành phố, khu vực ở yên tĩnh, văn minh, không gây ồn. Giá cả phải chăng, phù hợp ở dài ngày."
4,"anh lễ tân dễ thương, phòng sạch sẽ, gần trung tâm, giá tốt nói chung là rất đáng trải nghiệm."
5,"Bãi xe hơi bất tiện, hồ bơi hơi xuống cấp"
5,Nhân Viên dễ thương phục vụ tận tình phòng sạch sẽ view đẹp vị trí thuận lợi. Bạn ngọc lễ tân cute phomai que
1,"Quá nhỏ, phòng đã cũ rồi nội thất không hiện đại."
4,"Phòng sạch sẽ, view biển siêu đẹp, đi bộ 2p là ra tới biển , có dọn phòng hằng ngày, nhân viên vui vẻ thân thiện"
4,View đẹp. Dịch vụ tốt. Phòng rất sạch và rộng. Vị trí thuận lợi. Giá cả hợp lý. Ks vẫn hoàn tiền cho khách khi khách ko ở qua đêm dù khách đã thanh toán tiền rồi. Rất đáng trải nghiệm
4,Ks vắng nhưng nếu dc xếp phòng tầng cao hơn view biển thì ok hơn
4,"Lúc check out mình thấy mấy chị đang dọn phòng kiểu dạng căn hộ ở bên cạnh nên có sang ngó thử, nhà ai có trẻ nhỏ ở phòng đấy cực tiện luôn ý."
1,"Phòng có mùi khó chịu khi nhận phòng..máy lạnh kêu to,ồn khó ngủ..bể bơi trên sân thượng 10 năm chưa thay nước."
2,Vị trí khá bất tiện cho đoàn đi xe ô tô vì đường một chiều và nằm trong hẻm.
5,"Vị trí nhà khách thuận lợi rất gần biển nên buổi sáng sớm bạn có thể đi bộ ra biển tập thể dục và tắm biển thoải mái. Do mới xây dựng nên khang trang, sạch, đẹp... mức giá không cao, chấp nhận được. Hãy đến nha các bạn!"
1,"Phòng hơi nhỏ , nhưng chủ yếu là tiếng ồn xung quanh quá nhiều ."
5,"Lần đầu tiên được ghé đến Quy Nhơn, khách sạn có view rất đẹp, phòng sạch sẽ. các bạn nhân viên rất nhiệt tình, đặc biệt các bạn lễ tân luôn quan tâm và hỗ trợ cho gia đình mình nhận phòng sớm. Cảm ơn Fleur De Lys đã cho mình trải nghiệm tuyệt vời này <3"
4,"Lúc đi xuống quên mang khẩu trang lại lễ tân xin nhưng họ bảo không có khẩu trang - điều này xí xóa được đi. Nhưng khi mượn bàn ủi ủi đồ thì lại bảo không có luôn, ủa lạ vậy khách sạn 8 tầng mà không có bàn ủi đồ cho khách"
3,"Đọc các nhận xét khác nhau, một số tốt từ những thực khách hài lòng, một số đánh giá trung bình mmm và một số từ những khách hàng quen không quá hài lòng."
5,"Tất cả mọi thứ điều tuyệt vời, phòng rất sạch sẽ, thoáng mát, đầy đủ tiện nghi; nhân viên siêu nhiệt tình, và dễ thương. Giá phòng siêu tốt, dù cho bạn đặt qua booking hay trực tiếp tại khách sạn."
1,Một quán ăn tệ hại !
3,Mình đi công tác nên cần một chỗ trung tâm Đà Lạt tiện đi lại nhưng phòng phải thoáng một chút chứ ko phải ks nhà hộp ko có cửa sổ hay ánh sáng mặt trời. Mới ở lần này nhưng thấy phù hợp với yêu cầu của mình. Lần sau công tác sẽ ghé lại. Hẹn gặp các bạn tháng sau.
1,Phòng tầng thấp còn có muỗi
4,"Bữa sáng ngon, phải đi bộ khoảng 10 phút ra bãi biển nhưng cũng ko sao"
1,"Khách sạn dơ, không vệ sinh cẩn thận, mặt kính đóng bợn, bình nước nóng đóng mốc, review có vẻ tự đánh giá.
Edit: mình nói thêm là hình mình chụp là SAU KHI đã xuống lễ tân bảo vệ sinh lại phòng cho mình rồi, nhưng kết quả thì như hình."
2,Đi mùa vắng khách (sau dịch Covid) nên khu tập gym và bar ko hoạt động.
5,"khách sạn sạch sẽ, trang thiết bị mới , hiện đại. nhà tắm nước cực mạnh tắm rất thích. ăn sáng ngon dạng bufet. phòng rộng rãi."
4,"Nhân viên lịch sự vui vẻ, nhiệt tình, hỗ trợ 24/24 dù nhà mình đến khá sớm. Toilet chung sạch sẽ, tiện nghi"
5,"Khách sạn gần biển, giường rộng và nhiều đèn. View có thể nhìn được cả thành phố và biển"
5,"nhân viên cực kì nhiệt tình.Chấm 10 cho nhân viên,chỉ cần bạn nhắn nhân viên sẽ hỗ trợ hết mình.Cảm ơn vì sự nhiệt tình"
2,"Đôi lúc điều hòa hơi khó điều chỉnh, bố trí điều hòa trong phòng chưa làm mát được cả phòng nhanh chóng."
3,"Cửa phòng tắm không khít, nước nóng phải chờ nước chảy vài phút mới nóng. Phòng hơi nhỏ."
4,"Phòng chỉ có ánh đèn màu vàng tạo cảm giác lù mù, buồn chán vào buổi tối. Nếu ks trang bị thêm ánh sáng màu trắng nữa thì tuyệt vời. Ánh sáng màu trắng ở xứ biển nắng quanh năm như Nha Trang tạo cảm giác mát mẻ, vui vẻ, tươi sáng, lên tinh thần cho khách vào buổi tối."
5,"Nhân viên support nhiệt tình, khách sạn hỗ trợ theo nhu cầu, lễ tân dễ thương, anh nhân viên hỗ trợ xách hành lý giúp, phòng ốc sạch sẽ, mátttttttt, ra biển gần chút éc"
4,"Khách sạn khá cao cấp, từ tầng 16 có cửa sổ nhìn ra biển rất đẹp"
3,Giá service khá hợp lý
2,"thái độ nhân viên Việt có vẻ mất dạy, còn mọi các nhân viên khác ok
"
3,Không có miễn phí nước suối
5,Ace nào chill thì nên chọn phòng view biển làm vài ly hết xẩy
4,"Nhận phòng tự động, hỗ trợ qua zalo rất nhanh chóng. Phòng sạch sẽ, thoáng mát"
3,Mr. Thông đã hỗ trợ tôi rất nhiều trong kỳ nghỉ vừa rồi. Tôi đã quên đồ và anh ấy đã trợ tôi lấy lại đồ của mình.
4,"Phòng sạch sẽ, tiện nghi. Nhân viên phục vụ tư vấn nhiệt tình. Đồ ăn sáng có nhiều món thay đổi theo ngày"
2,Bãi xe không thuận tiện
5,Thoải mái dễ chịu nhân viên nhiệt tình phòng sạch sẽ sang trọng giá cả phải chăng
4,"Không gian đẹp, thoáng mát, sạch sẽ."
5,"Khách sạn đẹp, trang phục nhân viên sang trọng hơn nhiều ks khác, cách đối xử với nhân viên của ban giám đốc tốt
"
2,"Mình cảm thấy phục vụ quá tệ, và chăm sóc khách hàng quá tệ."
2,Bể bơi tầng 7 nước hơi bẩn và 3 ngày ko thay.
5,"Sạch sẽ, view quá ổn, nếu được ở thêm sẽ có review chi tiết hơn nhưng nhìn chung mọi thứ ok và mình và nhóm bạn đã có trải nghiệm tốt."
5,"Villa rất đẹp, sạch sẽ, thoáng mát, gần trung tâm Đà Lạt! Đồ đạc trong phòng mới, tiện nghi. Tầng gác mái view đẹp trọn thành phố! Mình đi 3 người có em bé, nhân viên rất ân cần, tận tình phục vụ. Chủ villa là người Bắc nữa nên phong cách rất hợp với gia đình mình! Mình cảm thấy hài lòng và sẽ trở lại đây vào ngày gần nhất!"
5,"Phòng ốc sạch sẽ dọn mỗi ngày, mình book nhầm ngày mà còn vào cuối tuần, xong k có vé về lại ở thêm 1 đêm nữa vậy mà bên khách sạn vẫn vui vẻ deal với mình"
5,"Phòng sạch sẽ đẹp. nhân viên thì dễ thương, nói chung tuyệt vời, khu này rất đẹp, nhiều hoa nhìn rất mê"
4,Đang sửa chữa phía trước. Gần biển gần chợ đêm rất thuận tiện cho việc đi chơi 
5,"Chỗ rất sạch sẽ, có mùi thơm nhẹ, dụng cụ cá nhân chuẩn bị rất đầy đủ."
1,Hết sữa tắm hết dầu gội đặc biệt mở lọ ra rất hôi mùi. Bồn cầu ko dội khai rình vòi rửa mặt đầy vết dầu bết. Thất vọng
5,"Chỗ nghỉ sạch sẽ, nhân viên nhiệt tình, dễ chịu, phòng rộng rãi thoải mái, rất đáng tiền"
3,"Ở gần trung tâm nên gì cũng có, rất tiện ích và sầm uất"
5,"Khách sạn có khuôn viên rộng rãi và kiến trúc ấn tượng. Các dịch vụ của khách sạn đều đạt chuẩn 5 sao. Nhân viên nhanh nhẹn, thân thiện. Đồ ăn phong phú với nhiều mảng ẩm thực các nước, kỹ thuật chế biến cao.
"
5,"Điều đầu tiên khi mở cửa phòng, đập vào mắt mình là màu ga trải giường, hợp với gu của mình nên thích lắm. toilet sạch sẽ, điều mà trước h mình chưa từng thấy ở nơi nghỉ nào là có cả nước rửa tay trong toilet. à còn có ban công. nói chung ưng lắm. nhân viên cũng dễ thương"
5,Khách sạn nằm trên đồi nên có view rất đẹp. Nhân viên rất nhẹ nhàng nhiệt tình và thân thiện. Để ý từng chi tiết nhỏ luôn làm mình khá hài lòng.
3,"Hẻm hơi nhỏ nên đôi khi xe k vào được vì hàng quán dân kinh doanh, nhưng đi bộ cũng k quá xa"
5,"khách sạn sạch sẽ phòng thoáng có view đẹp, xứng đáng 5 sao"
4,Nhân viên của ks 2 em Lễ Tân tuyệt vời. Em Phát rất nhiệt tình khi phục vụ và làm hài lòng khách. Kim xin cảm ơn và sẽ quay lại giới thiệu khách hàng đến nghỉ tại ks khi công tác. 
5,"View từ ban công đep, đi lại ra chợ đêm gần. 2 tụi mình thuê xe máy ks đi chơi theo các điểm bạn lễ tân tư vấn rất ưng ý."
5,"Cuối tháng 6 vừa qua, gia đình mình đã có chuyến du lịch tại Quy Nhơn và đã chọn Flora Hotel.

Bên ngoài Flora mới mẻ khang trang, tầng trệt rộng rãi có thể để xe du lịch gia đình từ 4 đến 16 chỗ.

Vì đã đặt trước qua mạng nên việc check in nhanh gọn. Nhà mình đã đặt 2 phòng, 1 phòng 4 người và 1 phòng 2 người, phòng mới, sạch đẹp, ngăn nắp.

Sàn của các phòng là sàn gỗ nên mình đi chân không thì luôn cảm giác ẩm ẩm hơi khó chịu. Phòng 4 người, có 2 ổ cắm điện, hơi ít vì mọi người đi chơi về đều cần dùng. Mình gặp rắc rối với vòi xịt nước toilet, mở xài mà bị kẹt cứng nên nước cứ chảy liên tục, phải 2 người đè và đẩy mới hết.

Ăn buffet sáng thì tạm được chứ không đến mức ngon, nước mắm pha rất sai, có thể là do vị người Quy Nhơn nó vậy. Có một món duy nhất mình cảm thấy ngon là bánh ít trần vì ăn không cần dùng nước mắm. Sáng ngày thứ nhất mình chọn uống nước cam, thật sự thì nó là nước đường có màu cam.Sáng ngày thứ hai mình chọn nước chanh mà rót ra không dám uống vì rót ra có cặn sữa đậu nành, kiểu như là rửa cái bình đựng nước chứ không rửa cái vòi nên nó đóng máng sữa lại.

Các em nhân viên ở đây rất thân thiện nhiệt tình, chỉ là mình thấy vẫn thiếu người nên giờ buffet là bay điên cuồng.

Mình hy vọng Flora sẽ xem xét lại để ngày một tốt và phát triển hơn, cảm ơn Flora đã góp phần cho chuyến đi của gia đình mình thêm thú vị."
4,"Giá khá ok, tiện nghi sạch sẽ"
4,"Chỗ nghỉ sạch sẽ, phòng ốc rộng rãi. Đồ ăn sáng khá hợp khẩu vị miền nam. Ngoài ra mình thường gọi thêm đồ ăn lên phòng, đồ ăn phục vụ tại phòng tạm được."
2,Lối đi ra vào chỗ cổng hi vọng có thể cải thiên để bớt trơn trượt khi trời mưa.
